Symbol,Name
PACE,TPG Pace Tech Opportunities Corp. Class A Ordinary Shares
PACE.U,TPG Pace Tech Opportunities Corp. Units each consisting of one Class A ordinary share and one-fifth of one Warrant
PACE.WS,TPG Pace Tech Opportunities Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
PACK,Ranpak Holdings Corp Class A Common Stock
PAG,Penske Automotive Group Inc. Common Stock
PAGS,PagSeguro Digital Ltd. Class A Common Shares
PAI,Western Asset Investment Grade Income Fund Inc.
PAM,Pampa Energia S.A. Pampa Energia S.A.
PANA,Panacea Acquisition Corp. Class A Common Stock
PANA.U,Panacea Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
PANA.WS,Panacea Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
PANW,Palo Alto Networks Inc. Common Stock
PAR,PAR Technology Corporation Common Stock
PARR,Par Pacific Holdings Inc.  Common Stock
PAYC,Paycom Software Inc. Common Stock
PB,Prosperity Bancshares Inc. Common Stock
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBB,Prospect Capital Corporation 6.25% Notes due 2024
PBC,Prospect Capital Corporation 6.875% Notes due 2029
PBF,PBF Energy Inc. Class A Common Stock
PBFX,PBF Logistics LP Common Units representing limited partner interests
PBH,Prestige Consumer Healthcare Inc. Common Stock
PBI,Pitney Bowes Inc. Common Stock
PBI.PRB,Pitney Bowes Inc.
PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock
PBR.A,Petroleo Brasileiro S.A.- Petrobras American Depositary Shares
PBT,Permian Basin Royalty Trust Common Stock
PBY,Prospect Capital Corporation 6.25% Notes due 2028
PCF,High Income Securities Fund Common Stock
PCG,Pacific Gas & Electric Co. Common Stock
PCGU,Pacific Gas & Electric Co. Equity Unit
PCI,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest
PCM,PCM Fund Inc. Common Stock
PCN,Pimco Corporate & Income Strategy Fund Common Stock
PCPC.U,Periphas Capital Partnering Corporation CAPS each consisting of one share of Class A common stock and one-quarter of one redeemable warrant
PCPL,CC Neuberger Principal Holdings I Class A Ordinary Shares
PCPL.U,CC Neuberger Principal Holdings I Units each consisting of one Class A ordinary share and one-fourth of one Redeemable Warrant
PCPL.WS,CC Neuberger Principal Holdings I Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PCQ,PIMCO California Municipal Income Fund Common Stock
PD,PagerDuty Inc. Common Stock
PDAC,Peridot Acquisition Corp. Class A Ordinary Shares
PDAC.U,Peridot Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
PDAC.WS,Peridot Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PDI,PIMCO Dynamic Income Fund Common Stock
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock
PDS,Precision Drilling Corporation Common Stock
PDT,John Hancock Premium Dividend Fund
PEAK,Healthpeak Properties Inc. Common Stock
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
PEB.PRC,Pebblebrook Hotel Trust
PEB.PRD,Pebblebrook Hotel Trust
PEB.PRE,Pebblebrook Hotel Trust
PEB.PRF,Pebblebrook Hotel Trust
PEG,Public Service Enterprise Group Incorporated Common Stock
PEI,Pennsylvania Real Estate Investment Trust Common Stock
PEI.PRB,Pennsylvania Real Estate Investment Trust
PEI.PRC,Pennsylvania Real Estate Investment Trust
PEI.PRD,Pennsylvania Real Estate Investment Trust
PEN,Penumbra Inc. Common Stock
PEO,Adams Natural Resources Fund Inc. Common Stock
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated
PFE,Pfizer Inc. Common Stock
PFGC,Performance Food Group Company Common Stock
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest
PFN,PIMCO Income Strategy Fund II
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated
PFS,Provident Financial Services Inc Common Stock
PFSI,PennyMac Financial Services Inc. Common Stock
PG,Procter & Gamble Company (The) Common Stock
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest
PGR,Progressive Corporation (The) Common Stock
PGRE,Paramount Group Inc. Common Stock
PGTI,PGT Innovations Inc.
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
PH,Parker-Hannifin Corporation Common Stock
PHD,Pioneer Floating Rate Trust Pioneer Floating Rate Trust Shares of Beneficial Interest
PHG,Koninklijke Philips N.V. NY Registry Shares
PHI,PLDT Inc. Sponsored ADR
PHK,Pimco High Income Fund Pimco High Income Fund
PHM,PulteGroup Inc. Common Stock
PHR,Phreesia Inc. Common Stock
PHT,Pioneer High Income Trust Common Shares of Beneficial Interest
PHX,PHX Minerals Inc. Common Stock
PIAI,Prime Impact Acquisition I Class A Ordinary Shares
PIAI.U,Prime Impact Acquisition I Units each consisting of one Class A ordinary share and one-third of a redeemable Warrant to acquire one Class A ordinary share
PIAI.WS,Prime Impact Acquisition I Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PII,Polaris Inc. Common Stock
PIM,Putnam Master Intermediate Income Trust Common Stock
PINE,Alpine Income Property Trust Inc. Common Stock
PING,Ping Identity Holding Corp. Common Stock
PINS,Pinterest Inc. Class A Common Stock
PIPP,Pine Island Acquisition Corp. Class A Common Stock
PIPP.U,Pine Island Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
PIPP.WS,Pine Island Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
PIPR,Piper Sandler Companies Common Stock
PJT,PJT Partners Inc. Class A Common Stock
PK,Park Hotels & Resorts Inc. Common Stock 
PKE,Park Aerospace Corp. Common Stock
PKG,Packaging Corporation of America Common Stock
PKI,PerkinElmer Inc. Common Stock
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest
PKX,POSCO Common Stock
PLAN,Anaplan Inc. Common Stock
PLD,Prologis Inc. Common Stock
PLNT,Planet Fitness Inc. Common Stock
PLOW,Douglas Dynamics Inc. Common Stock
PLT,Plantronics Inc. Common Stock
PLTR,Palantir Technologies Inc. Class A Common Stock
PLYM,Plymouth Industrial REIT Inc. Common Stock
PM,Philip Morris International Inc Common Stock
PMF,PIMCO Municipal Income Fund Common Stock
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
PMM,Putnam Managed Municipal Income Trust Common Stock
PMO,Putnam Municipal Opportunities Trust Common Stock
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
PMT.PRA,PennyMac Mortgage Investment Trust
PMT.PRB,PennyMac Mortgage Investment Trust
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock
PMVC.U,PMV Consumer Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
PMVC.WS,PMV Consumer Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
PNC,PNC Financial Services Group Inc. (The) Common Stock
PNC.PRP,PNC Financial Services Group Inc. (The)
PNF,PIMCO New York Municipal Income Fund Common Stock
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
PNM,PNM Resources Inc. (Holding Co.) Common Stock
PNR,Pentair plc. Ordinary Share
PNTM.U,Pontem Corporation Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
PNW,Pinnacle West Capital Corporation Common Stock
POR,Portland General Electric Co Common Stock
POST,Post Holdings Inc. Common Stock
PPG,PPG Industries Inc. Common Stock
PPL,PPL Corporation Common Stock
PPR,Voya Prime Rate Trust Shares of Beneficial Interest
PPT,Putnam Premier Income Trust Common Stock
PPX,PPL Capital Funding Inc. 2013 Series B Junior Subordinated Notes due 2073
PQG,PQ Group Holdings Inc. Common Stock
PRA,ProAssurance Corporation Common Stock
PRE.PRG,PartnerRe Ltd.
PRE.PRH,PartnerRe Ltd.
PRE.PRI,PartnerRe Ltd.
PRG,PROG Holdings Inc. Common Stock
PRGO,Perrigo Company plc Ordinary Shares
PRI,Primerica Inc. Common Stock
PRIF.PRA,Priority Income Fund Inc.
PRIF.PRB,Priority Income Fund Inc.
PRIF.PRC,Priority Income Fund Inc.
PRIF.PRD,Priority Income Fund Inc.
PRIF.PRE,Priority Income Fund Inc.
PRIF.PRF,Priority Income Fund Inc.
PRLB,Proto Labs Inc. Common stock
PRMW,Primo Water Corporation Common Stock
PRO,PROS Holdings Inc. Common Stock
PROS,ProSight Global Inc. Common Stock
PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares
PRPB.U,CC Neuberger Principal Holdings II Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
PRPB.WS,CC Neuberger Principal Holdings II Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
PRSP,Perspecta Inc. Common Stock 
PRT,PermRock Royalty Trust Trust Units
PRTY,Party City Holdco Inc. Common Stock
PRU,Prudential Financial Inc. Common Stock
PSA,Public Storage Common Stock
PSA.PRC,Public Storage
PSA.PRD,Public Storage
PSA.PRE,Public Storage
PSA.PRF,Public Storage
PSA.PRG,Public Storage
PSA.PRH,Public Storage
PSA.PRI,Public Storage
PSA.PRJ,Public Storage
PSA.PRK,Public Storage
PSA.PRL,Public Storage
PSA.PRM,Public Storage
PSA.PRN,Public Storage
PSA.PRO,Public Storage
PSB,PS Business Parks Inc. Common Stock
PSB.PRW,PS Business Parks Inc.
PSB.PRX,PS Business Parks Inc.
PSB.PRY,PS Business Parks Inc.
PSB.PRZ,PS Business Parks Inc.
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
PSN,Parsons Corporation Common Stock
PSO,Pearson Plc Common Stock
PSTG,Pure Storage Inc. Class A Common Stock
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock
PSTH.WS,Pershing Square Tontine Holdings Ltd. Warrants exercisable for one share of Class A Common Stock for $23.00 per share
PSTL,Postal Realty Trust Inc. Class A Common Stock
PSX,Phillips 66 Common Stock
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
PTR,PetroChina Company Limited Common Stock
PTY,Pimco Corporate & Income Opportunity Fund
PUK,Prudential Public Limited Company Common Stock
PUK.PR,Prudential Public Limited Company
PUK.PRA,Prudential Public Limited Company
PUMP,ProPetro Holding Corp. Common Stock
PV.U,Primavera Capital Acquisition Corporation
PVG,Pretium Resources Inc. Ordinary Shares (Canada)
PVH,PVH Corp. Common Stock
PVL,Permianville Royalty Trust Trust Units 
PWR,Quanta Services Inc. Common Stock
PXD,Pioneer Natural Resources Company Common Stock
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
PZN,Pzena Investment Management Inc Class A Common Stock
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
QEP,QEP Resources Inc. Common Stock
QGEN,Qiagen N.V. Common Shares 
QS,QuantumScape Corporation Class A Common Stock
QS.WS,QuantumScape Corporation Warrants
QSR,Restaurant Brands International Inc. Common Shares
QTS,QTS Realty Trust Inc. Class A Common Stock
QTS.PRA,QTS Realty Trust Inc.
QTS.PRB,QTS Realty Trust Inc.
QTWO,Q2 Holdings Inc. Common Stock
QUAD,Quad Graphics Inc Class A Common Stock
QUOT,Quotient Technology Inc. Common Stock
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
R,Ryder System Inc. Common Stock
RA,Brookfield Real Assets Income Fund Inc. Common Stock
RACE,Ferrari N.V. Common Shares
RAD,Rite Aid Corporation Common Stock
RAMP,LiveRamp Holdings Inc. Common Stock
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares
RBAC.U,RedBall Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
RBAC.WS,RedBall Acquisition Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
RBC,Regal Beloit Corporation Common Stock
RC,Ready Capital Corproation Common Stock
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026
RCI,Rogers Communication Inc. Common Stock
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021
RCS,PIMCO Strategic Income Fund Inc.
RCUS,Arcus Biosciences Inc. Common Stock
RDN,Radian Group Inc. Common Stock
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares)
RDS/B,Royal Dutch Shell PLC
RDY,Dr. Reddy's Laboratories Ltd Common Stock
RE,Everest Re Group Ltd. Common Stock
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share)
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares
RES,RPC Inc. Common Stock
REV,Revlon Inc. New Common Stock
REVG,REV Group Inc. Common Stock
REX,REX American Resources Corporation
REXR,Rexford Industrial Realty Inc. Common Stock
REXR.PRA,Rexford Industrial Realty Inc.
REXR.PRB,Rexford Industrial Realty Inc.
REXR.PRC,Rexford Industrial Realty Inc.
REZI,Resideo Technologies Inc. Common Stock 
RF,Regions Financial Corporation Common Stock
RF.PRA,Regions Financial Corporation
RF.PRB,Regions Financial Corporation
RF.PRC,Regions Financial Corporation
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock
RFL,Rafael Holdings Inc. Class B Common Stock
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock
RFP,Resolute Forest Products Inc. Common Stock
RGA,Reinsurance Group of America Incorporated Common Stock
RGR,Sturm Ruger & Company Inc. Common Stock
RGS,Regis Corporation Common Stock
RGT,Royce Global Value Trust Inc. Common Stock
RH,RH Common Stock
RHI,Robert Half International Inc. Common Stock
RHP,Ryman Hospitality Properties Inc. (REIT)
RICE,Rice Acquisition Corp. Class A Common Stock
RICE.U,Rice Acquisition Corp. Uts each consisting of one share of Class A common stock and one-half of one warrant
RICE.WS,Rice Acquisition Corp. Warrants exercisable for one share of Class A common stock at an exercise price of $11.50 per share
RIG,Transocean Ltd (Switzerland) Common Stock
RIO,Rio Tinto Plc Common Stock
RIV,RiverNorth Opportunities Fund Inc. Common Stock
RJF,Raymond James Financial Inc. Common Stock
RKT,Rocket Companies Inc. Class A Common Stock
RL,Ralph Lauren Corporation Common Stock
RLGY,Realogy Holdings Corp. Common Stock
RLH,Red Lions Hotels Corporation Common Stock
RLI,RLI Corp. Common Stock (DE)
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLJ.PRA,RLJ Lodging Trust
RLX,RLX Technology Inc.
RM,Regional Management Corp. Common Stock
RMAX,RE/MAX Holdings Inc. Class A Common Stock
RMD,ResMed Inc. Common Stock
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock
RMO,Romeo Power Inc. Class A Common Stock
RMO.WS,Romeo Power Inc. Warrants 
RMPL.PR,RiverNorth Specialty Finance Corporation
RMT,Royce Micro-Cap Trust Inc. Common Stock
RNG,RingCentral Inc. Class A Common Stock
RNGR,Ranger Energy Services Inc. Class A Common Stock
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares
RNR,RenaissanceRe Holdings Ltd. Common Stock
RNR.PRE,RenaissanceRe Holdings Ltd.
RNR.PRF,RenaissanceRe Holdings Ltd.
ROG,Rogers Corporation Common Stock
ROK,Rockwell Automation Inc. Common Stock
ROL,Rollins Inc. Common Stock
ROP,Roper Technologies Inc. Common Stock
ROT.U,Rotor Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable warrant
RPAI,Retail Properties of America Inc. Class A Common Stock
RPLA,Replay Acquisition Corp. Ordinary Shares
RPLA.U,Replay Acquisition Corp. Units each consisting of one Ordinary Share and one-half of one Warrant
RPLA.WS,Replay Acquisition Corp. Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50
RPM,RPM International Inc. Common Stock
RPT,RPT Realty Common Stock
RPT.PRD,RPT Realty
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares
RRC,Range Resources Corporation Common Stock
RRD,R.R. Donnelley & Sons Company Common Stock
RS,Reliance Steel & Aluminum Co. Common Stock (DE)
RSF,RiverNorth Specialty Finance Corporation
RSG,Republic Services Inc. Common Stock
RSI,Rush Street Interactive Inc. Class A Common Stock
RSI.WS,Rush Street Interactive Inc. Warrants
RTP,Reinvent Technology Partners Class A Ordinary Shares
RTP.U,Reinvent Technology Partners Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
RTP.WS,Reinvent Technology Partners Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares
RTPZ.U,Reinvent Technology Partners Z Unit
RTPZ.WS,Reinvent Technology Partners Z Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
RTX,Raytheon Technologies Corporation Common Stock
RVI,Retail Value Inc. Common Stock 
RVLV,Revolve Group Inc. Class A Common Stock
RVT,Royce Value Trust Inc. Common Stock
RWT,Redwood Trust Inc. Common Stock
RXN,Rexnord Corporation Common Stock
RY,Royal Bank Of Canada Common Stock
RY.PRT,Royal Bank Of Canada
RYAM,Rayonier Advanced Materials Inc. Common Stock
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share
RYI,Ryerson Holding Corporation Common Stock
RYN,Rayonier Inc. REIT Common Stock
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056
SA,Seabridge Gold Inc. Ordinary Shares (Canada)
SAF,Saratoga Investment Corp 6.25% Notes due 2023
SAFE,Safehold Inc. Common Stock
SAH,Sonic Automotive Inc. Common Stock
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock
SAIL,SailPoint Technologies Holdings Inc. Common Stock
SAK,Saratoga Investment Corp 7.25% Notes due 2025
SALT,Scorpio Bulkers Inc. Common Stock
SAM,Boston Beer Company Inc. (The) Common Stock
SAN,Banco Santander S.A. Sponsored ADR (Spain)
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada)
SAP,SAP  SE ADS
SAR,Saratoga Investment Corp New
SAVE,Spirit Airlines Inc. Common Stock
SB,Safe Bulkers Inc Common Stock ($0.001 par value)
SB.PRC,Safe Bulkers Inc
SB.PRD,Safe Bulkers Inc
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025
SBE,Switchback Energy Acquisition Corporation Class A Common Stock
SBE.U,Switchback Energy Acquisition Corporation Units
SBE.WS,Switchback Energy Acquisition Corporation Warrant
SBG,Sandbridge Acquisition Corporation Class A Common Stock
SBG.U,Sandbridge Acquisition Corporation Units
SBG.WS,Sandbridge Acquisition Corporation Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock
SBI,Western Asset Intermediate Muni Fund Inc Common Stock
SBOW,SilverBow Resorces Inc. Common Stock
SBR,Sabine Royalty Trust Common Stock
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSW,D/B/A Sibanye-Stillwater Limited ADS
SC,Santander Consumer USA Holdings Inc. Common Stock
SCA,Stellus Capital Investment Corporation 5.75% Notes due 2022
SCCO,Southern Copper Corporation Common Stock
SCD,LMP Capital and Income Fund Inc. Common Stock
SCE.PRG,Southern California Edison Company
SCE.PRH,Southern California Edison Company
SCE.PRJ,Southern California Edison Company
SCE.PRK,Southern California Edison Company
SCE.PRL,Southern California Edison Company
SCHW,Charles Schwab Corporation (The) Common Stock
SCHW.PRC,The Charles Schwab Corporation
SCHW.PRD,The Charles Schwab Corporation
SCI,Service Corporation International Common Stock
SCL,Stepan Company Common Stock
SCM,Stellus Capital Investment Corporation Common Stock
SCPE,SC Health Corporation Class A Ordinary Shares
SCPE.U,SC Health Corporation Units
SCPE.WS,SC Health Corporation Warrants
SCS,Steelcase Inc. Common Stock
SCU,Sculptor Capital Management Inc. Class A Common Stock
SCVX,SCVX Corp. Class A Ordinary Shares
SCVX.U,SCVX Corp. Units each consisting of one Class A ordinary share $0.0001 par value per share and one-half of one redeemable warrant
SCVX.WS,SCVX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
SCX,L.S. Starrett Company (The) Common Stock
SD,SandRidge Energy Inc. Common Stock
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock
SEAH.U,Sports Entertainment Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant
SEAH.WS,Sports Entertainment Acquisition Corp. Redeemable Warrants each whole Warrant exercisable for one share of Class A Common Stock each at an exercise price of $11.50 per share
SEAS,SeaWorld Entertainment Inc. Common Stock
SEE,Sealed Air Corporation Common Stock
SEM,Select Medical Holdings Corporation Common Stock
SF,Stifel Financial Corporation Common Stock
SF.PRA,Stifel Financial Corporation
SF.PRB,Stifel Financial Corporation
SF.PRC,Stifel Financial Corporation
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047
SFE,Safeguard Scientifics Inc. New Common Stock
SFL,SFL Corporation Ltd
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock
SFTW.U,Osprey Technology Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant
SFTW.WS,Osprey Technology Acquisition Corp. Redeemable Warrants each whole Warrant exercisable for one share of Class A Common Stock
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value)
SGU,Star Group L.P. Common Stock
SHAK,Shake Shack Inc. Class A Common Stock
SHG,Shinhan Financial Group Co Ltd American Depositary Shares
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares
SHO.PRE,Sunstone Hotel Investors Inc.
SHO.PRF,Sunstone Hotel Investors Inc.
SHOP,Shopify Inc. Class A Subordinate Voting Shares
SHW,Sherwin-Williams Company (The) Common Stock
SI,Silvergate Capital Corporation Class A Common Stock
SID,Companhia Siderurgica Nacional S.A. Common Stock
SIG,Signet Jewelers Limited Common Shares
SII,Sprott Inc. Common Shares
SITC,SITE Centers Corp. Common Stock
SITC.PRA,SITE Centers Corp.
SITC.PRK,SITE Centers Corp.
SITE,SiteOne Landscape Supply Inc. Common Stock
SIX,Six Flags Entertainment Corporation New Common Stock
SJI,South Jersey Industries Inc. Common Stock
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079
SJIU,South Jersey Industries Inc. Corporate Units
SJM,J.M. Smucker Company (The) New Common Stock
SJR,Shaw Communications Inc. Common Stock
SJT,San Juan Basin Royalty Trust Common Stock
SJW,SJW Group Common Stock (DE)
SKLZ,Skillz Inc. Class A Common Stock
SKLZ.WS,Skillz Inc. Warrants
SKM,SK Telecom Co. Ltd. Common Stock
SKT,Tanger Factory Outlet Centers Inc. Common Stock
SKX,Skechers U.S.A. Inc. Common Stock
SKY,Skyline Champion Corporation Common Stock
SLB,Schlumberger N.V. Common Stock
SLCA,U.S. Silica Holdings Inc. Common Stock
SLF,Sun Life Financial Inc. Common Stock
SLG,SL Green Realty Corp Common Stock
SLG.PRI,SL Green Realty Corp
SLQT,SelectQuote Inc. Common Stock
SM,SM Energy Company Common Stock
SMAR,Smartsheet Inc. Class A Common Stock
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SMG,Scotts Miracle-Gro Company (The) Common Stock
SMHI,SEACOR Marine Holdings Inc. Common Stock 
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests
SMM,Salient Midstream Common Shares of Beneficial Interest
SMP,Standard Motor Products Inc. Common Stock
SNA,Snap-On Incorporated Common Stock
SNAP,Snap Inc. Class A Common Stock
SNDR,Schneider National Inc. Common Stock
SNE,Sony Corporation Common Stock
SNN,Smith & Nephew SNATS Inc. Common Stock
SNOW,Snowflake Inc. Class A Common Stock
SNP,China Petroleum & Chemical Corporation Common Stock
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares
SNPR.U,Tortoise Acquisition Corp. II Units
SNPR.WS,Tortoise Acquisition Corp. II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
SNR,New Senior Investment Group Inc. Common Stock
SNV,Synovus Financial Corp. Common Stock
SNV.PRD,Synovus Financial Corp.
SNV.PRE,Synovus Financial Corp.
SNX,Synnex Corporation Common Stock
SO,Southern Company (The) Common Stock
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares
SOAC.U,Sustainable Opportunities Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
SOAC.WS,Sustainable Opportunities Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
SOLN,Southern Company (The) 2019 Series A Corporate Units
SON,Sonoco Products Company Common Stock
SOR,Source Capital Inc. Common Stock
SOS,SOS Limited American Depositary Shares
SPB,Spectrum Brands Holdings Inc. Common Stock
SPCE,Virgin Galactic Holdings Inc. Common Stock
SPE,Special Opportunities Fund Inc Common Stock
SPE.PRB,Special Opportunities Fund Inc.
SPFR,Jaws Spitfire Acquisition Corporation
SPFR.U,Jaws Spitfire Acquisition Corporation Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant
SPFR.WS,Jaws Spitfire Acquisition Corporation
SPG,Simon Property Group Inc. Common Stock
SPG.PRJ,Simon Property Group Inc.
SPGI,S&P Global Inc. Common Stock
SPH,Suburban Propane Partners L.P. Common Stock
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT
SPLP.PRA,Steel Partners Holdings LP
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock
SPNV.U,Supernova Partners Acquisition Company Inc. Units each consisting of one share of Class A common stock and one-third of one warrant
SPNV.WS,Supernova Partners Acquisition Company Inc. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
SPOT,Spotify Technology S.A. Ordinary Shares
SPR,Spirit Aerosystems Holdings Inc. Common Stock
